,class
ENSMUST00000159046.1_ENSMUSG00000022150.12_+_15:6299813_6416924_protein_coding,0
ENSMUST00000165345.1_ENSMUSG00000094864.1___X:123029202_123029669_protein_coding,0
ENSMUST00000135240.1_ENSMUSG00000087272.1_+_5:148959278_148961712_protein_coding,0
ENSMUST00000181567.3_ENSMUSG00000024728.9___19:11139664_11165306_protein_coding,0
ENSMUST00000180543.3_ENSMUSG00000078926.4_+_13:113035111_113038324_protein_coding,0
ENSMUST00000066416.3_ENSMUSG00000053790.3___8:19023407_19026566_protein_coding,0
ENSMUST00000163628.1_ENSMUSG00000044279.11_+_17:57062508_57065164_protein_coding,0
ENSMUST00000156553.3_ENSMUSG00000001741.7___7:83722510_83739937_protein_coding,0
ENSMUST00000035534.4_ENSMUSG00000042087.4___6:117907110_117907760_protein_coding,0
ENSMUST00000156195.1_ENSMUSG00000085858.1___5:77116810_77122348_protein_coding,0
ENSMUST00000012566.8_ENSMUSG00000012422.10_+_13:90089762_90104661_protein_coding,0
ENSMUST00000119133.1_ENSMUSG00000082766.1___3:19610368_19628677_protein_coding,0
ENSMUST00000131566.1_ENSMUSG00000048442.11_+_11:115900202_115905713_protein_coding,0
ENSMUST00000177196.3_ENSMUSG00000018001.14_+_5:143622534_143686526_protein_coding,0
ENST00000454769.2_ENSG00000143398.19_OTTHUMG00000012351.22_OTTHUMT00000392974.1_PIP5K1A_017_PIP5K1A_540_UTR5:1_272_CDS:273_392_UTR3:393_540_,0
ENST00000531718.5_ENSG00000171204.12_OTTHUMG00000166974.2_OTTHUMT00000392165.1_TMEM126B_010_TMEM126B_575_UTR5:1_15_CDS:16_138_UTR3:139_575_,0
ENST00000367364.5_ENSG00000081237.18_OTTHUMG00000035702.8_OTTHUMT00000086817.3_PTPRC_004_PTPRC_1017_UTR5:1_84_CDS:85_195_UTR3:196_1017_,0
ENST00000395788.3_ENSG00000204387.12_OTTHUMG00000031175.3_OTTHUMT00000268463.1_C6orf48_009_C6orf48_815_UTR5:1_486_CDS:487_714_UTR3:715_815_,0
ENST00000451138.1_ENSG00000248919.7_OTTHUMG00000160779.2_OTTHUMT00000336395.3_ATP5J2_PTCD1_002_ATP5J2_PTCD1_331_UTR5:1_21_CDS:22_186_UTR3:187_331_,0
ENST00000451799.1_ENSG00000128656.13_OTTHUMG00000154225.6_OTTHUMT00000334457.1_CHN1_005_CHN1_569_UTR5:1_226_CDS:227_295_UTR3:296_569_,0
ENST00000441987.5_ENSG00000136560.13_OTTHUMG00000132037.5_OTTHUMT00000324247.1_TANK_017_TANK_533_UTR5:1_108_CDS:109_219_UTR3:220_533_,0
ENST00000560895.5_ENSG00000128915.11_OTTHUMG00000132764.3_OTTHUMT00000416608.1_ICE2_012_ICE2_571_UTR5:1_200_CDS:201_356_UTR3:357_571_,0
ENST00000574955.1_ENSG00000132376.19_OTTHUMG00000150648.14_OTTHUMT00000438681.1_INPP5K_023_INPP5K_566_UTR5:1_162_CDS:163_318_UTR3:319_566_,0
ENST00000513671.5_ENSG00000112964.13_OTTHUMG00000094791.2_OTTHUMT00000367479.1_GHR_003_GHR_566_UTR5:1_92_CDS:93_281_UTR3:282_566_,0
ENST00000526438.5_ENSG00000205882.8_OTTHUMG00000158718.4_OTTHUMT00000351887.3_DEFB134_001_DEFB134_1068_UTR5:1_61_CDS:62_262_UTR3:263_1068_,0
ENST00000468509.1_ENSG00000196550.10_OTTHUMG00000042552.3_OTTHUMT00000100831.2_FAM72A_007_FAM72A_629_UTR5:1_98_CDS:99_311_UTR3:312_629_,0
ENST00000596702.5_ENSG00000213020.8_OTTHUMG00000154908.4_OTTHUMT00000462998.1_ZNF611_013_ZNF611_538_UTR5:1_265_CDS:266_412_UTR3:413_538_,0
ENST00000622312.4_ENSG00000273611.4_OTTHUMG00000188436.2_OTTHUMT00000477203.1_ZNHIT3_013_ZNHIT3_567_UTR5:1_6_CDS:7_129_UTR3:130_567_,0
ENST00000511106.5_ENSG00000214510.9_OTTHUMG00000163426.3_OTTHUMT00000373338.3_SPINK13_002_SPINK13_661_UTR5:1_334_CDS:335_499_UTR3:500_661_,0
ENST00000486000.2_ENSG00000197496.5_OTTHUMG00000032657.4_OTTHUMT00000193678.3_SLC2A10_002_SLC2A10_497_UTR5:1_38_CDS:39_80_UTR3:81_497_,0
ENST00000470746.6_ENSG00000161249.20_OTTHUMG00000048101.17_OTTHUMT00000467295.2_DMKN_070_DMKN_370_UTR5:1_9_CDS:10_120_UTR3:121_370_,0
ENST00000487153.1_ENSG00000120742.10_OTTHUMG00000159769.2_OTTHUMT00000357247.1_SERP1_009_SERP1_657_UTR5:1_366_CDS:367_534_UTR3:535_657_,0
ENST00000523381.1_ENSG00000113532.12_OTTHUMG00000128727.6_OTTHUMT00000381404.1_ST8SIA4_003_ST8SIA4_655_UTR5:1_269_CDS:270_410_UTR3:411_655_,0
ENST00000520086.1_ENSG00000164270.17_OTTHUMG00000129931.8_OTTHUMT00000374116.2_HTR4_002_HTR4_2272_UTR5:1_25_CDS:26_289_UTR3:290_2272_,0
ENST00000533666.5_ENSG00000089505.17_OTTHUMG00000137502.5_OTTHUMT00000390262.1_CMTM1_019_CMTM1_493_UTR5:1_121_CDS:122_208_UTR3:209_493_,0
ENST00000624557.1_ENSG00000279342.1_____AP000866.1_201_AP000866.1_826_UTR5:1_125_CDS:126_329_UTR3:330_826_,0
ENST00000423273.5_ENSG00000214413.7_OTTHUMG00000019046.3_OTTHUMT00000050353.2_BBIP1_007_BBIP1_492_UTR5:1_93_CDS:94_297_UTR3:298_492_,0
ENST00000435522.5_ENSG00000144554.10_OTTHUMG00000128670.3_OTTHUMT00000339876.1_FANCD2_005_FANCD2_567_UTR5:1_192_CDS:193_309_UTR3:310_567_,0
ENST00000534256.5_ENSG00000154175.16_OTTHUMG00000159094.6_OTTHUMT00000388861.1_ABI3BP_031_ABI3BP_261_CDS:1_261_,0
ENST00000512919.5_ENSG00000148541.12_OTTHUMG00000018277.12_OTTHUMT00000358927.3_FAM13C_009_FAM13C_459_UTR5:1_384_CDS:385_459_,0
ENST00000480026.1_ENSG00000144893.12_OTTHUMG00000159844.4_OTTHUMT00000357778.1_MED12L_007_MED12L_749_CDS:1_223_UTR3:224_749_,0
ENST00000546131.1_ENSG00000137497.17_OTTHUMG00000167697.4_OTTHUMT00000395793.2_NUMA1_018_NUMA1_280_UTR5:1_111_CDS:112_280_,0
ENST00000590779.5_ENSG00000257062.6_OTTHUMG00000169046.2_OTTHUMT00000453528.1_RP11_125O5.2_004_RP11_125O5.2_600_CDS:1_236_UTR3:237_600_,0
ENST00000432873.5_ENSG00000115875.18_OTTHUMG00000102076.5_OTTHUMT00000331257.1_SRSF7_008_SRSF7_603_CDS:1_213_UTR3:214_603_,0
ENST00000427233.5_ENSG00000204120.14_OTTHUMG00000153237.8_OTTHUMT00000330467.2_GIGYF2_015_GIGYF2_530_UTR5:1_490_CDS:491_530_,0
ENST00000596051.1_ENSG00000170954.11_OTTHUMG00000182865.2_OTTHUMT00000464061.2_ZNF415_015_ZNF415_504_UTR5:1_434_CDS:435_504_,0
ENST00000557267.1_ENSG00000126777.17_OTTHUMG00000140312.5_OTTHUMT00000411456.2_KTN1_013_KTN1_291_UTR5:1_109_CDS:110_291_,0
ENST00000472049.1_ENSG00000128596.16_OTTHUMG00000158310.3_OTTHUMT00000350650.2_CCDC136_010_CCDC136_253_UTR5:1_236_CDS:237_253_,0
ENST00000548338.5_ENSG00000111596.11_OTTHUMG00000169481.5_OTTHUMT00000404326.1_CNOT2_041_CNOT2_355_CDS:1_298_UTR3:299_355_,0
ENST00000530224.5_ENSG00000137502.9_OTTHUMG00000166973.3_OTTHUMT00000392153.2_RAB30_009_RAB30_582_UTR5:1_470_CDS:471_582_,0
ENST00000592726.1_ENSG00000108443.13_OTTHUMG00000150642.4_OTTHUMT00000449153.2_RPS6KB1_007_RPS6KB1_622_UTR5:1_435_CDS:436_622_,0
ENST00000550005.1_ENSG00000151413.16_OTTHUMG00000170521.3_OTTHUMT00000409517.2_NUBPL_004_NUBPL_560_UTR5:1_397_CDS:398_560_,0
ENST00000518342.1_ENSG00000174226.8_OTTHUMG00000164725.4_OTTHUMT00000380208.1_SNX31_007_SNX31_426_CDS:1_146_UTR3:147_426_,0
ENST00000415264.5_ENSG00000118960.12_OTTHUMG00000122099.3_OTTHUMT00000323900.1_HS1BP3_007_HS1BP3_414_CDS:1_224_UTR3:225_414_,0
ENST00000428792.1_ENSG00000099977.13_OTTHUMG00000150798.3_OTTHUMT00000322308.1_DDT_007_DDT_333_CDS:1_152_UTR3:153_333_,0
ENST00000528076.1_ENSG00000134640.2_OTTHUMG00000167364.1_OTTHUMT00000394325.1_MTNR1B_003_MTNR1B_425_CDS:1_340_UTR3:341_425_,0
ENST00000531285.1_ENSG00000253368.3_OTTHUMG00000004277.4_OTTHUMT00000385397.1_TRNP1_002_TRNP1_575_CDS:1_152_UTR3:153_575_,0
ENST00000527175.1_ENSG00000165046.12_OTTHUMG00000165059.6_OTTHUMT00000381807.1_LETM2_009_LETM2_529_CDS:1_259_UTR3:260_529_,0
ENST00000547341.5_ENSG00000157551.17_OTTHUMG00000090609.5_OTTHUMT00000317354.1_KCNJ15_013_KCNJ15_595_UTR5:1_450_CDS:451_595_,0
ENST00000592567.1_ENSG00000198453.12_OTTHUMG00000048160.7_OTTHUMT00000457629.2_ZNF568_012_ZNF568_308_UTR5:1_231_CDS:232_308_,0
ENST00000607427.1_ENSG00000163131.10_OTTHUMG00000035010.2_OTTHUMT00000471040.1_CTSS_005_CTSS_390_CDS:1_17_UTR3:18_390_,0
ENST00000553023.1_ENSG00000139344.7_OTTHUMG00000170353.3_OTTHUMT00000408642.2_AMDHD1_004_AMDHD1_566_UTR5:1_548_CDS:549_566_,0
ENST00000606887.5_ENSG00000162873.14_OTTHUMG00000037199.5_OTTHUMT00000471404.2_KLHDC8A_005_KLHDC8A_571_UTR5:1_492_CDS:493_571_,0
ENST00000550316.5_ENSG00000166225.8_OTTHUMG00000169373.2_OTTHUMT00000403757.2_FRS2_004_FRS2_545_UTR5:1_509_CDS:510_545_,0
ENST00000560836.1_ENSG00000140262.17_OTTHUMG00000132047.13_OTTHUMT00000419547.2_TCF12_032_TCF12_212_CDS:1_145_UTR3:146_212_,0
ENST00000517633.5_ENSG00000104679.10_OTTHUMG00000163786.3_OTTHUMT00000375464.3_R3HCC1_009_R3HCC1_271_UTR5:1_142_CDS:143_271_,0
ENST00000599618.1_ENSG00000196267.12_OTTHUMG00000182567.3_OTTHUMT00000462534.1_ZNF836_006_ZNF836_612_CDS:1_93_UTR3:94_612_,0
ENST00000498470.1_ENSG00000188582.8_OTTHUMG00000159313.2_OTTHUMT00000354539.1_PAQR9_003_PAQR9_348_CDS:1_117_UTR3:118_348_,0
ENST00000421210.1_ENSG00000138311.15_OTTHUMG00000018302.4_OTTHUMT00000340547.2_ZNF365_010_ZNF365_489_UTR5:1_330_CDS:331_489_,0
ENST00000531540.5_ENSG00000023191.16_OTTHUMG00000119086.9_OTTHUMT00000384385.2_RNH1_019_RNH1_480_UTR5:1_454_CDS:455_480_,0
ENST00000524246.1_ENSG00000055147.17_OTTHUMG00000130147.13_OTTHUMT00000374222.2_FAM114A2_010_FAM114A2_571_UTR5:1_525_CDS:526_571_,0
ENST00000415952.1_ENSG00000070882.12_OTTHUMG00000023277.7_OTTHUMT00000326886.2_OSBPL3_015_OSBPL3_568_UTR5:1_385_CDS:386_568_,0
ENST00000555169.1_ENSG00000100600.14_OTTHUMG00000171199.3_OTTHUMT00000412284.1_LGMN_020_LGMN_543_CDS:1_275_UTR3:276_543_,0
ENST00000558162.1_ENSG00000103671.9_OTTHUMG00000133033.3_OTTHUMT00000418128.1_TRIP4_004_TRIP4_558_CDS:1_334_UTR3:335_558_,0
ENST00000556636.5_ENSG00000166206.13_OTTHUMG00000129231.7_OTTHUMT00000415137.1_GABRB3_013_GABRB3_501_CDS:1_133_UTR3:134_501_,0
ENST00000629195.2_ENSG00000118495.18_OTTHUMG00000015738.4_OTTHUMT00000481679.2_PLAGL1_010_PLAGL1_723_UTR5:1_531_CDS:532_723_,0
ENST00000528767.1_ENSG00000164871.17_OTTHUMG00000129219.4_OTTHUMT00000383779.1_SPAG11B_008_SPAG11B_552_CDS:1_162_UTR3:163_552_,0
ENST00000433041.1_ENSG00000169925.16_OTTHUMG00000021004.6_OTTHUMT00000318421.2_BRD3_005_BRD3_599_UTR5:1_539_CDS:540_599_,0
ENST00000419455.1_ENSG00000075884.12_OTTHUMG00000131845.8_OTTHUMT00000332231.1_ARHGAP15_006_ARHGAP15_345_CDS:1_170_UTR3:171_345_,0
ENST00000566868.1_ENSG00000129993.14_OTTHUMG00000137864.8_OTTHUMT00000430667.2_CBFA2T3_007_CBFA2T3_284_CDS:1_103_UTR3:104_284_,0
ENST00000502582.1_ENSG00000158985.13_OTTHUMG00000162692.2_OTTHUMT00000370110.1_CDC42SE2_011_CDC42SE2_277_CDS:1_165_UTR3:166_277_,0
ENST00000512774.5_ENSG00000120251.18_OTTHUMG00000133836.3_OTTHUMT00000366627.2_GRIA2_008_GRIA2_522_UTR5:1_377_CDS:378_522_,0
ENST00000512684.1_ENSG00000198055.10_OTTHUMG00000163401.3_OTTHUMT00000373209.2_GRK6_006_GRK6_336_UTR5:1_284_CDS:285_336_,0
ENST00000455575.1_ENSG00000135185.11_OTTHUMG00000130823.6_OTTHUMT00000334413.2_TMEM243_003_TMEM243_544_UTR5:1_529_CDS:530_544_,0
ENST00000434115.5_ENSG00000069020.18_OTTHUMG00000152471.6_OTTHUMT00000326349.1_MAST4_018_MAST4_280_CDS:1_243_UTR3:244_280_,0
ENST00000567200.1_ENSG00000102893.15_OTTHUMG00000133102.5_OTTHUMT00000430418.3_PHKB_016_PHKB_412_UTR5:1_381_CDS:382_412_,0
ENST00000531331.1_ENSG00000148950.9_OTTHUMG00000166226.2_OTTHUMT00000388491.1_IMMP1L_014_IMMP1L_437_CDS:1_91_UTR3:92_437_,0
ENST00000554159.1_ENSG00000119661.14_OTTHUMG00000171642.7_OTTHUMT00000414568.1_DNAL1_007_DNAL1_452_CDS:1_204_UTR3:205_452_,0
ENST00000544559.1_ENSG00000060237.16_OTTHUMG00000090321.5_OTTHUMT00000398139.2_WNK1_018_WNK1_226_CDS:1_226_,0
ENST00000619586.4_ENSG00000268350.7_OTTHUMG00000188220.4_OTTHUMT00000056715.3_FAM156A_011_FAM156A_865_UTR5:1_853_CDS:854_865_,0
ENST00000505545.5_ENSG00000034533.11_OTTHUMG00000159644.2_OTTHUMT00000356663.2_ASTE1_005_ASTE1_551_UTR5:1_402_CDS:403_551_,0
ENST00000548467.1_ENSG00000156273.15_OTTHUMG00000078878.8_OTTHUMT00000317333.1_BACH1_009_BACH1_217_UTR5:1_142_CDS:143_217_,0
ENST00000433811.1_ENSG00000004534.14_OTTHUMG00000156736.12_OTTHUMT00000345631.2_RBM6_010_RBM6_582_UTR5:1_353_CDS:354_582_,0
ENST00000602051.5_ENSG00000227877.6_OTTHUMG00000018282.7_OTTHUMT00000461385.3_MRLN_005_MRLN_286_UTR5:1_283_CDS:284_286_,0
ENST00000468401.1_ENSG00000105856.13_OTTHUMG00000157642.3_OTTHUMT00000349302.2_HBP1_006_HBP1_573_UTR5:1_488_CDS:489_573_,0
ENST00000557534.1_ENSG00000078304.19_OTTHUMG00000171597.8_OTTHUMT00000414380.2_PPP2R5C_010_PPP2R5C_579_CDS:1_210_UTR3:211_579_,0
ENST00000525015.1_ENSG00000186104.10_OTTHUMG00000165900.4_OTTHUMT00000386983.3_CYP2R1_006_CYP2R1_446_CDS:1_98_UTR3:99_446_,0
ENST00000557118.5_ENSG00000197249.12_OTTHUMG00000150355.3_OTTHUMT00000413075.2_SERPINA1_010_SERPINA1_583_UTR5:1_516_CDS:517_583_,0
ENST00000565910.5_ENSG00000140374.15_OTTHUMG00000172586.6_OTTHUMT00000419827.3_ETFA_020_ETFA_609_CDS:1_141_UTR3:142_609_,0
ENST00000533534.1_ENSG00000133808.4_OTTHUMG00000165777.3_OTTHUMT00000386163.2_MICALCL_003_MICALCL_343_UTR5:1_256_CDS:257_343_,0
ENST00000557572.1_ENSG00000053254.15_OTTHUMG00000170898.3_OTTHUMT00000411000.1_FOXN3_018_FOXN3_513_CDS:1_240_UTR3:241_513_,0
ENST00000474475.1_ENSG00000049249.8_OTTHUMG00000001223.3_OTTHUMT00000083600.2_TNFRSF9_003_TNFRSF9_445_CDS:1_264_UTR3:265_445_,0
ENST00000530009.1_ENSG00000168000.14_OTTHUMG00000150624.6_OTTHUMT00000395179.2_BSCL2_018_BSCL2_539_UTR5:1_454_CDS:455_539_,0
ENST00000438346.1_ENSG00000213265.8_OTTHUMG00000154999.39_OTTHUMT00000338000.37_TSGA13_004_TSGA13_567_UTR5:1_393_CDS:394_567_,0
ENST00000443341.5_ENSG00000157551.17_OTTHUMG00000090609.5_OTTHUMT00000207185.2_KCNJ15_005_KCNJ15_711_UTR5:1_592_CDS:593_711_,0
ENST00000536784.5_ENSG00000110446.9_OTTHUMG00000167804.4_OTTHUMT00000396444.2_SLC15A3_007_SLC15A3_456_CDS:1_132_UTR3:133_456_,0
ENST00000538770.1_ENSG00000166682.10_OTTHUMG00000168186.2_OTTHUMT00000398661.2_TMPRSS5_010_TMPRSS5_584_UTR5:1_552_CDS:553_584_,0
ENST00000518450.5_ENSG00000105483.16_OTTHUMG00000165047.7_OTTHUMT00000381549.1_CARD8_017_CARD8_1363_CDS:1_211_UTR3:212_1363_,0
ENST00000480152.2_ENSG00000107779.11_OTTHUMG00000018657.6_OTTHUMT00000049172.3_BMPR1A_003_BMPR1A_421_UTR5:1_298_CDS:299_421_,0
ENST00000564557.1_ENSG00000125107.16_OTTHUMG00000133487.10_OTTHUMT00000422277.2_CNOT1_010_CNOT1_582_UTR5:1_394_CDS:395_582_,0
ENST00000491463.4_ENSG00000164713.9_OTTHUMG00000154275.4_OTTHUMT00000334687.4_BRI3_006_BRI3_567_CDS:1_144_UTR3:145_567_,0
ENST00000511162.1_ENSG00000172058.15_OTTHUMG00000162419.6_OTTHUMT00000369110.3_SERF1A_009_SERF1A_328_UTR5:1_266_CDS:267_328_,0
ENST00000509652.1_ENSG00000064692.18_OTTHUMG00000128915.6_OTTHUMT00000371214.2_SNCAIP_015_SNCAIP_559_UTR5:1_517_CDS:518_559_,0
ENST00000570972.2_ENSG00000169344.15_OTTHUMG00000131488.4_OTTHUMT00000436871.3_UMOD_015_UMOD_546_UTR5:1_458_CDS:459_546_,0
ENST00000494173.5_ENSG00000169255.13_OTTHUMG00000159064.2_OTTHUMT00000353129.2_B3GALNT1_007_B3GALNT1_666_UTR5:1_577_CDS:578_666_,0
ENST00000552526.1_ENSG00000089127.12_OTTHUMG00000169792.6_OTTHUMT00000405912.2_OAS1_007_OAS1_309_CDS:1_48_UTR3:49_309_,0
ENST00000583798.1_ENSG00000197971.14_OTTHUMG00000132874.8_OTTHUMT00000445805.2_MBP_034_MBP_573_UTR5:1_448_CDS:449_573_,0
ENST00000515665.1_ENSG00000168685.14_OTTHUMG00000090791.5_OTTHUMT00000367187.2_IL7R_006_IL7R_551_UTR5:1_394_CDS:395_551_,0
ENST00000400991.6_ENSG00000125462.16_OTTHUMG00000031022.3_OTTHUMT00000075990.2_C1orf61_003_C1orf61_473_CDS:1_199_UTR3:200_473_,0
ENST00000590132.1_ENSG00000130377.13_OTTHUMG00000180754.2_OTTHUMT00000452905.1_ACSBG2_013_ACSBG2_683_CDS:1_113_UTR3:114_683_,0
ENST00000461040.5_ENSG00000174899.10_OTTHUMG00000158748.1_OTTHUMT00000352022.1_PQLC2L_007_PQLC2L_563_UTR5:1_148_CDS:149_319_UTR3:320_563_,0
ENST00000520238.1_ENSG00000080823.21_OTTHUMG00000164896.8_OTTHUMT00000380861.1_MOK_022_MOK_617_UTR5:1_174_CDS:175_309_UTR3:310_617_,0
ENST00000563926.5_ENSG00000077238.13_OTTHUMG00000097015.10_OTTHUMT00000435132.1_IL4R_010_IL4R_594_UTR5:1_246_CDS:247_447_UTR3:448_594_,0
ENST00000463448.5_ENSG00000137210.13_OTTHUMG00000014246.3_OTTHUMT00000353724.1_TMEM14B_007_TMEM14B_1589_UTR5:1_167_CDS:168_275_UTR3:276_1589_,0
ENST00000579381.1_ENSG00000173065.13_OTTHUMG00000179495.4_OTTHUMT00000446714.1_FAM222B_006_FAM222B_462_UTR5:1_182_CDS:183_347_UTR3:348_462_,0
ENST00000570013.5_ENSG00000214013.9_OTTHUMG00000130487.6_OTTHUMT00000420687.2_GANC_010_GANC_775_UTR5:1_218_CDS:219_332_UTR3:333_775_,0
ENST00000462355.2_ENSG00000169554.16_OTTHUMG00000187624.5_OTTHUMT00000332804.3_ZEB2_022_ZEB2_656_UTR5:1_208_CDS:209_385_UTR3:386_656_,0
ENST00000628272.1_ENSG00000124140.12_OTTHUMG00000032638.7_OTTHUMT00000481620.1_SLC12A5_010_SLC12A5_401_UTR5:1_67_CDS:68_229_UTR3:230_401_,0
ENST00000443204.3_ENSG00000164068.15_OTTHUMG00000156891.6_OTTHUMT00000346646.1_RNF123_009_RNF123_481_UTR5:1_86_CDS:87_293_UTR3:294_481_,0
ENST00000528571.5_ENSG00000166340.14_OTTHUMG00000133404.5_OTTHUMT00000384536.1_TPP1_017_TPP1_561_UTR5:1_22_CDS:23_142_UTR3:143_561_,0
ENST00000601283.5_ENSG00000099785.10_OTTHUMG00000182282.4_OTTHUMT00000461130.1_MARCH2_005_MARCH2_747_UTR5:1_439_CDS:440_562_UTR3:563_747_,0
ENST00000508175.5_ENSG00000154274.14_OTTHUMG00000128580.2_OTTHUMT00000360429.1_C4orf19_003_C4orf19_828_UTR5:1_125_CDS:126_242_UTR3:243_828_,0
ENST00000510519.1_ENSG00000184305.14_OTTHUMG00000160950.5_OTTHUMT00000363346.1_CCSER1_012_CCSER1_514_UTR5:1_224_CDS:225_401_UTR3:402_514_,0
ENST00000557066.5_ENSG00000165948.10_OTTHUMG00000171302.2_OTTHUMT00000412879.1_IFI27L1_010_IFI27L1_580_UTR5:1_286_CDS:287_439_UTR3:440_580_,0
ENST00000605941.5_ENSG00000138381.9_OTTHUMG00000132665.6_OTTHUMT00000470915.1_ASNSD1_008_ASNSD1_573_UTR5:1_69_CDS:70_243_UTR3:244_573_,0
ENST00000563404.1_ENSG00000166503.8_OTTHUMG00000172685.2_OTTHUMT00000419902.1_RP11_382A20.3_005_RP11_382A20.3_448_UTR5:1_114_CDS:115_249_UTR3:250_448_,0
ENST00000305991.2_ENSG00000170290.3_OTTHUMG00000166364.1___SLN_201_SLN_722_UTR5:1_174_CDS:175_270_UTR3:271_722_,0
ENST00000468944.1_ENSG00000175662.17_OTTHUMG00000059353.7_OTTHUMT00000131932.2_TOM1L2_005_TOM1L2_575_CDS:1_120_UTR3:121_575_,0
ENST00000590603.1_ENSG00000125753.13_OTTHUMG00000182124.2_OTTHUMT00000459591.2_VASP_004_VASP_388_UTR5:1_281_CDS:282_388_,0
ENST00000487495.5_ENSG00000172053.15_OTTHUMG00000156774.11_OTTHUMT00000345773.2_QARS_016_QARS_451_CDS:1_228_UTR3:229_451_,0
ENST00000561742.5_ENSG00000077238.13_OTTHUMG00000097015.10_OTTHUMT00000435128.2_IL4R_006_IL4R_379_UTR5:1_348_CDS:349_379_,0
ENST00000557718.5_ENSG00000053254.15_OTTHUMG00000170898.3_OTTHUMT00000411006.1_FOXN3_011_FOXN3_398_CDS:1_231_UTR3:232_398_,0
ENST00000586187.2_ENSG00000188227.12_OTTHUMG00000182003.4_OTTHUMT00000458627.1_ZNF793_005_ZNF793_1240_CDS:1_179_UTR3:180_1240_,0
ENST00000494888.5_ENSG00000153002.11_OTTHUMG00000159520.2_OTTHUMT00000355931.2_CPB1_004_CPB1_585_UTR5:1_407_CDS:408_585_,0
ENST00000439402.1_ENSG00000105993.14_OTTHUMG00000157242.6_OTTHUMT00000348140.2_DNAJB6_013_DNAJB6_398_UTR5:1_263_CDS:264_398_,0
ENST00000477163.1_ENSG00000132716.18_OTTHUMG00000031604.6_OTTHUMT00000097636.2_DCAF8_016_DCAF8_513_CDS:1_201_UTR3:202_513_,0
ENST00000435395.5_ENSG00000169402.15_OTTHUMG00000151856.8_OTTHUMT00000324197.2_RSPH10B2_004_RSPH10B2_627_UTR5:1_598_CDS:599_627_,0
ENST00000608781.1_ENSG00000163006.11_OTTHUMG00000130980.5_OTTHUMT00000472096.1_CCDC138_007_CCDC138_540_CDS:1_120_UTR3:121_540_,0
ENST00000539633.1_ENSG00000139160.13_OTTHUMG00000169085.2_OTTHUMT00000402197.2_METTL20_006_METTL20_554_UTR5:1_338_CDS:339_554_,0
ENST00000581057.2_ENSG00000153339.13_OTTHUMG00000132267.8_OTTHUMT00000448328.2_TRAPPC8_013_TRAPPC8_623_CDS:1_288_UTR3:289_623_,0
ENST00000502623.1_ENSG00000172262.11_OTTHUMG00000162223.3_OTTHUMT00000367992.1_ZNF131_019_ZNF131_760_CDS:1_205_UTR3:206_760_,0
ENST00000589273.1_ENSG00000153391.15_OTTHUMG00000132564.5_OTTHUMT00000442852.2_INO80C_010_INO80C_299_UTR5:1_211_CDS:212_299_,0
ENST00000506432.1_ENSG00000146067.15_OTTHUMG00000163396.5_OTTHUMT00000373517.3_FAM193B_019_FAM193B_426_UTR5:1_289_CDS:290_426_,0
ENST00000589928.1_ENSG00000130167.13_OTTHUMG00000180833.1_OTTHUMT00000453208.1_TSPAN16_005_TSPAN16_417_CDS:1_117_UTR3:118_417_,0
ENST00000594176.1_ENSG00000096996.15_OTTHUMG00000183417.8_OTTHUMT00000466858.2_IL12RB1_005_IL12RB1_557_UTR5:1_402_CDS:403_557_,0
ENST00000491804.1_ENSG00000118855.18_OTTHUMG00000158835.7_OTTHUMT00000352373.4_MFSD1_011_MFSD1_312_UTR5:1_57_CDS:58_312_,0
ENST00000542613.5_ENSG00000198000.11_OTTHUMG00000020221.6_OTTHUMT00000402691.2_NOL8_027_NOL8_421_UTR5:1_265_CDS:266_421_,0
ENST00000442773.1_ENSG00000182093.14_OTTHUMG00000066250.16_OTTHUMT00000141747.3_WRB_003_WRB_541_UTR5:1_435_CDS:436_541_,0
ENST00000626746.2_ENSG00000102024.17_OTTHUMG00000022237.10___PLS3_202_PLS3_216_UTR5:1_87_CDS:88_216_,0
ENST00000455778.1_ENSG00000099139.13_OTTHUMG00000020039.2_OTTHUMT00000052719.1_PCSK5_004_PCSK5_503_CDS:1_306_UTR3:307_503_,0
ENST00000423900.1_ENSG00000167077.12_OTTHUMG00000030083.4_OTTHUMT00000321901.1_MEI1_014_MEI1_346_CDS:1_190_UTR3:191_346_,0
ENST00000568510.1_ENSG00000065457.10_OTTHUMG00000137611.4_OTTHUMT00000435498.1_ADAT1_011_ADAT1_459_CDS:1_57_UTR3:58_459_,0
ENST00000543077.1_ENSG00000111241.2_OTTHUMG00000168242.1_OTTHUMT00000398938.1_FGF6_002_FGF6_335_CDS:1_96_UTR3:97_335_,0
ENST00000522461.5_ENSG00000183137.14_OTTHUMG00000015336.7_OTTHUMT00000377200.2_CEP57L1_013_CEP57L1_575_UTR5:1_489_CDS:490_575_,0
ENST00000430881.1_ENSG00000121858.10_OTTHUMG00000156917.2_OTTHUMT00000346607.1_TNFSF10_007_TNFSF10_467_CDS:1_223_UTR3:224_467_,0
ENST00000521602.2_ENSG00000145736.14_OTTHUMG00000164542.4_OTTHUMT00000375629.3_GTF2H2_022_GTF2H2_457_UTR5:1_386_CDS:387_457_,0
ENST00000436387.1_ENSG00000171960.10_OTTHUMG00000007520.6_OTTHUMT00000019782.2_PPIH_005_PPIH_416_UTR5:1_212_CDS:213_416_,0
